Code,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8
3907690090,102091,80,1,3907690000,102080,80,Other,3
3907700000,85995,80,1,3907000000,38789,80,Poly(lactic acid),1
3907910000,38818,10,0,3907000000,38789,80,Other polyesters,1
3907910000,38819,80,0,3907910000,38818,10,Unsaturated,2
3907911000,38820,80,1,3907910000,38819,80,Liquid,3
3907919000,38821,80,0,3907910000,38819,80,Other,3
3907919010,92728,80,1,3907919000,38821,80,"Diallyl phthalate prepolymer, in powder form",4
3907919090,92729,80,1,3907919000,38821,80,Other,4
3907990000,38824,80,0,3907910000,38818,10,Other,2
3907990500,102092,80,0,3907990000,38824,80,Thermoplastic liquid crystal aromatic polyester copolymers,3
3907990520,102657,80,1,3907990500,102092,80,"Liquid crystal copolyester with a melting point of not less than 270 ºC, whether or not containing fillers",4
3907990590,102658,80,1,3907990500,102092,80,Other,4
3907991000,91726,80,1,3907990000,38824,80,"Poly(ethylene naphthalene-2,6-dicarboxylate)",3
3907998000,102093,80,0,3907990000,38824,80,Other,3
3907998010,102102,80,1,3907998000,102093,80,"Poly(oxy-1,4-phenylenecarbonyl) (CAS RN 26099-71-8), in the form of powder",4
3907998025,102100,80,1,3907998000,102093,80,"Copolymer, containing 72% by weight or more of terephthalic acid and/or isomers thereof and cyclohexanedimethanol",4
3907998030,102099,80,1,3907998000,102093,80,"Poly(hydroxyalkanoate), predominantly consisting of poly(3-hydroxybutyrate)",4
3907998035,104222,80,1,3907998000,102093,80,"Copolymer in form of a clear, pale yellow liquid, consisting of<br /> <br />- phthalic acid isomers and/or aliphatic dicarboxylic acids,<br /> <br />- aliphatic diols, and<br /> <br />- fatty acid end-caps<br />with:<br /> <br />- a hydroxyl number of 120 mg KOH or more but not more than 350 mg KOH,<br /> <br />- a viscosity at 25°C of 2000 cPs or more but not more than 8000 cPs, and<br /> <br />- an acid value less than 10 mg KOH/g<br />",4
3907998040,102098,80,1,3907998000,102093,80,"Polycarbonate of phosgene, bisphenol A, resorcinol, isophthaloyl chloride, terephthaloyl chloride andpolysiloxane, with p-cumylphenolendcaps, and a weight average molecular weight (Mw) of 24 100 or more but not more than 25 900",4
3907998070,102096,80,1,3907998000,102093,80,"Copolymer of poly(ethylene terephthalate) and cyclohexane dimethanol, containing more than 10% by weight of cyclohexane dimethanol",4
3907998080,102095,80,1,3907998000,102093,80,"Copolymer, consisting of 72% by weight or more of terephthalic acid and/ or derivatives thereof and cyclohexanedimethanol, completed with linear and/ or cyclic dioles",4
3907998090,102094,80,1,3907998000,102093,80,Other,4
3908000000,38838,80,0,3900000000,38659,80,Polyamides in primary forms,0
3908100000,38839,80,1,3908000000,38838,80,"Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12",1
3908900000,38840,80,0,3908000000,38838,80,Other,1
3908900010,38841,80,1,3908900000,38840,80,"Poly(iminomethylene-1,3-phenylenemethyleneiminoadipoyl), in one of the forms mentioned in note 6 (b) to Chapter 39",2
3908900030,81292,80,1,3908900000,38840,80,Reaction product of mixtures of octadecanecarboxylic acids polymerised with an aliphatic polyetherdiamine,2
3908900055,100543,80,1,3908900000,38840,80,"1,4-Benzenedicarboxylic acid polymer with 2-methyl-1,8-octanediamine and 1,9-nonanediamine (CAS RN 169284-22-4)",2
3908900070,99238,80,1,3908900000,38840,80,"Copolymer containing: - 1,3-benzenedimethanamine (CAS RN 1477-55-0) and - adipic acid (CAS RN 124-04-9) whether or not containing isophthalic acid (CAS RN 121-91-5)",2
3908900090,38842,80,1,3908900000,38840,80,Other,2
3909000000,38843,80,0,3900000000,38659,80,"Amino-resins, phenolic resins and polyurethanes, in primary forms",0
3909100000,38844,80,1,3909000000,38843,80,Urea resins; thiourea resins,1
3909200000,38845,80,0,3909000000,38843,80,Melamine resins,1
3909200010,104009,80,1,3909200000,38845,80,"Polymer mixture, containing by weight: - 60% or more but not more than 75% of melamine resin (CAS RN 9003-08-1), - 15% or more but not more than 25% of silicon dioxide (CAS RN 14808-60-7 or 60676-86-0), - 5% or more but not more than 15% of cellulose (CAS RN 9004-34-6), and - 1% or more but not more than 15% of phenolic resin (CAS RN 25917-04-8) ",2
3909200090,104008,80,1,3909200000,38845,80,Other,2
3909310000,102104,10,0,3909000000,38843,80,Other amino-resins,1
3909310000,102105,80,1,3909310000,102104,10,"Poly(methylene phenyl isocyanate) (crude MDI, polymeric MDI)",2
3909390000,102106,80,1,3909310000,102104,10,Other,2
3909400000,38847,80,0,3909000000,38843,80,Phenolic resins,1
3909400020,93578,80,1,3909400000,38847,80,"Powder of thermosetting resin in which magnetic particles have been evenly distributed, for use in the manufacture of ink for photocopiers, fax machines, printers and multifunction devices",2
3909400060,100823,80,1,3909400000,38847,80,"Phenolic modified derivative of rosin resin, - containing by weight 50% or more but not more than 75% of rosin esters, - with an acid value of not more than 25, of a kind used in offset printing",2
3909400090,38849,80,1,3909400000,38847,80,Other,2
3909500000,38850,80,0,3909000000,38843,80,Polyurethanes,1
3909501000,65397,80,1,3909500000,38850,80,"Polyurethane of 2,2′-(tert-butylimino)diethanol and 4,4′-methylenedicyclohexyl diisocyanate, in the form of a solution in N,N-dimethylacetamide, containing by weight 50% or more of polymer",2
3909509000,65398,80,0,3909500000,38850,80,Other,2
3909509010,91480,80,1,3909509000,65398,80,"UV curable water soluble liquid photopolymer consisting of a mixture by weight of - 60% or more of two-functional acrylated polyurethane oligomers and - 30% (± 8%) of mono-functional and tri-functional (metha) acrylates, and - 10% (± 3%) of hydroxyl functionalized mono-functional (metha) acrylates ",3
3909509020,98882,80,1,3909509000,65398,80,"Preparation containing by weight: - 14% or more but not more than 18% of ethoxylated polyurethane  modified with hydrophobic groups, - 3% or more but not more than 5% of enzymatically modified starch, and - 77% or more but not more than 83% of water ",3
3909509030,98883,80,1,3909509000,65398,80,"Preparation containing by weight: - 16% or more but not more than 20% of ethoxylated polyurethane modified with hydrophobic groups, - 19% or more but not more than 23% of diethylene glycol butyl ether, and - 60% or more but not more than 64% of water ",3
3909509040,98884,80,1,3909509000,65398,80,"Preparation containing by weight: - 34% or more but not more than 36% of ethoxylated polyurethane modified with hydrophobic groups, - 37% or more but not more than 39% of propylene glycol, and - 26% or more but not more than 28% of water ",3
3909509090,91483,80,1,3909509000,65398,80,Other,3
3910000000,38853,80,0,3900000000,38659,80,Silicones in primary forms,0
3910000015,100095,80,1,3910000000,38853,80,"Dimethyl, methyl(propyl(polypropylene oxide)) siloxane (CAS RN 68957-00-6), trimethylsiloxy-terminated",1
3910000020,70594,80,1,3910000000,38853,80,"Block copolymer of poly(methyl-3,3,3-trifluoropropylsiloxane) and poly[methyl(vinyl)siloxane]",1
3910000025,100524,80,1,3910000000,38853,80,"Preparations containing by weight: - 10% or more, 2-hydroxy-3-[3-[1,3,3,3-tetramethyl-1-[(trimethylsilyl)oxy] disiloxanyl] propoxy] propyl-2-methyl-2-propenoate (CAS RN 69861-02-5)and - 10% or more, α-Butyldimethylsilyl- ω -3-​[(2-​methyl-​1-​oxo-​2-​propen-​1-​yl)​oxy]​propyl-terminated silicone polymer (CAS RN 146632-07-7) ",1
3910000035,100525,80,1,3910000000,38853,80,"Preparations containing by weight: - 30% or more, α -Butyldimethylsilyl- ω -(3-methacryloxy-2-hydroxypropyloxy)propyldimethylsilyl-polydimethylsiloxane (CAS RN 662148-59-6) and - 10% or more,  N,N - Dimethylacrylamide (CAS RN 2680-03-7) ",1
3910000040,86816,80,1,3910000000,38853,80,Silicones of a kind used in the manufacture of long term surgical implants,1
3910000045,103044,80,1,3910000000,38853,80,"Dimethyl Siloxane, hydroxy-terminated polymer with a viscosity of 38-45 mPa·s (CAS RN 70131-67-8)",1
3910000050,88788,80,1,3910000000,38853,80,Silicone based pressure sensitive adhesive in solvent containing copoly(dimethylsiloxane/diphenylsiloxane) gum,1
3910000055,103045,80,1,3910000000,38853,80,"Preparation containing by weight: - 55% or more but not more than 65% of vinyl terminated polydimethylsiloxane (CAS RN 68083-19-2), - 30% or more but not more than 40% of dimethylvinylated and trimethylated silica (CAS RN 68988-89-6), and - 1% or more but not more than 5% of silicic acid, sodium salt, reaction products with chlorotrimethylsilane and isopropyl alcohol (CAS RN 68988-56-7) ",1
3910000060,92701,80,1,3910000000,38853,80,"Polydimethylsiloxane, whether or not polyethylene glycol and trifluoropropyl substituted, with methacrylate end groups",1
3910000070,97884,80,1,3910000000,38853,80,"Passivating silicon coating in primary form, to protect edges and prevent short circuits in semiconductor devices",1
3910000080,98612,80,1,3910000000,38853,80,Monomethacryloxypropylterminated poly(dimethylsiloxane),1
3910000090,63626,80,1,3910000000,38853,80,Other,1
3911000000,38854,80,0,3900000000,38659,80,"Petroleum resins, coumarone-indene resins, polyterpenes, polysulphides, polysulphones and other products specified in note 3 to this chapter, not elsewhere specified or included, in primary forms",0
3911100000,38855,80,0,3911000000,38854,80,"Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",1
3911100010,38856,80,1,3911100000,38855,80,"For cavity filling, for use in certain types of aircraft",2
3911100081,90761,80,1,3911100000,38855,80,"Non-hydrogenated hydrocarbon resin, obtained by polymerization of more than 75% by weight C-5 to C-12 cycloaliphatic alkenes and more than 10% but not more than 25% by weight aromatic alkenes yielding a hydrocarbon resin with: - an iodine value of more than 120 and - a Gardner Colour of more than 10 for the pure product or - a Gardner Colour of more than 8 for a 50% solution by weight in toluene (as determined by the ASTM method D6166) ",2
3911100090,38857,80,1,3911100000,38855,80,Other,2
3911900000,38858,80,0,3911000000,38854,80,Other,1
3911901100,65399,10,0,3911900000,38858,80,Condensation or rearrangement polymerisation products whether or not chemically modified,2
3911901100,65400,80,1,3911901100,65399,10,"Poly(oxy-1,4-phenylenesulphonyl-1,4-phenyleneoxy-1,4-phenyleneisopropylidene-1,4-phenylene), in one of the forms mentioned in note 6(b) to this chapter",3
3911901300,65401,80,1,3911901100,65399,10,"Poly(thio-1,4-phenylene)",3
3911901900,65402,80,0,3911901100,65399,10,Other,3
3911901910,65403,80,1,3911901900,65402,80,"Poly(oxy-1,4-phenylenesulfonyl-1,4-phenyleneoxy-4,4'-biphenylene)",4
3911901920,100880,80,1,3911901900,65402,80,"Set of two components, in a volume ratio of 1:1, intended to produce a thermosetting polydicyclopentadiene after mixing, both components containing: - 83% or more by weight of 3a,4,7,7a-tetrahydro-4,7-methanoindene (dicyclopentadiene), - a synthetic rubber, - whether or not containing by weight 7% or more of tricyclopentadiene. and each separate component containing: - either an aluminium-alkyl compound, - or an organic complex of tungsten - or an organic complex of molybdenum ",4
3911901930,88789,80,1,3911901900,65402,80,"Copolymer of ethyleneimine and ethyleneimine dithiocarbamate, in an aqueous solution of sodium hydroxide",4
3911901940,93845,80,1,3911901900,65402,80,m- Xylene formaldehyde resin,4
3911901950,98605,80,1,3911901900,65402,80,"Polycarboxylate sodium salt of 2,5-furandione and 2,4,4-trimethylpentene in powder form",4
3911901960,99240,80,1,3911901900,65402,80,"Formaldehyde, polymer with 1,3-dimethylbenzene and tert-butyl-phenol (CAS RN 60806-48-6)",4
3911901970,99239,80,1,3911901900,65402,80,"Preparation, containing: - Cyanic acid, C,C'-((1-methylethylidene)di-4,1-phenylene) ester, homopolymer (CAS RN 25722-66-1), - 1,3-Bis(4-cyanophenyl)propane (CAS RN 1156-51-0), - in a solution of butanone (CAS RN 78-93-3) with a content of less than  50% by weight ",4
3911901990,65404,80,1,3911901900,65402,80,Other,4
3911909200,91740,10,0,3911900000,38858,80,Other,2
3911909200,91739,80,1,3911909200,91740,10,"Copolymer of p-cresol and divinylbenzene, in the form of a solution in N,N-dimethylacetamide containing by weight 50% or more of polymer; hydrogenated copolymers of vinyltoluene and α-methylstyrene",3
3911909900,65408,80,0,3911909200,91740,10,Other,3
3911909910,65409,80,1,3911909900,65408,80,"For cavity filling, for use in certain types of aircraft",4
3911909925,93468,10,0,3911909900,65408,80,Other,4
3911909925,65412,80,1,3911909925,93468,10,Copolymer of vinyltoluene and α-methylstyrene,5
3911909930,93642,80,1,3911909925,93468,10,"1,4:5,8- Dimethanonaphthalene, 2-ethylidene-1,2,3,4,4a,5,8,8a-octahydro-, polymer with 3a,4,7,7a- tetrahydro- 4,7-methano-1H-indene, hydrogenated",5
3911909935,93580,80,1,3911909925,93468,10,Alternated copolymer of ethylene and maleic anhydride (EMA),5
3911909940,65415,80,1,3911909925,93468,10,"Mixed calcium and sodium salt of a copolymer of maleic acid and methyl vinyl ether, having a calcium content of 9% or more but not more than 16% by weight",5
3911909943,96898,80,1,3911909925,93468,10,"Copolymer of α-methylstyrene and styrene, having a softening point of more than 113 ºC",5
3911909945,65416,80,1,3911909925,93468,10,Copolymer of maleic acid and methyl vinyl ether,5
3911909953,96904,80,1,3911909925,93468,10,"Hydrogenated polymer of 1,2,3,4,4a,5,8,8a-octahydro-1,4:5,8-dimethanonaphthalene with 3a,4,7,7a-tetrahydro-4,7-methano-1H-indene and 4,4a,9,9a-tetrahydro-1,4-methano-1H-fluorene (CAS RN 503442-46-4)",5
3911909957,96905,80,1,3911909925,93468,10,"Hydrogenated polymer of 1,2,3,4,4a,5,8,8a-octahydro-1,4:5,8-dimethanonaphthalene with 4,4a,9,9a-tetrahydro-1,4-methano-1H-fluorene (CAS RN 503298-02-0)",5
3911909960,96287,80,1,3911909925,93468,10,"Copolymer of styrene with maleic anhydride, either partially esterified or completely chemically modified, of an average molecular weight (M@n) of not more than 4500, in flake or powder form",5
3911909965,76264,80,1,3911909925,93468,10,Calcium zinc salt of a copolymer of maleic acid and methyl vinyl ether,5
3911909970,93846,80,1,3911909925,93468,10,"Aqueous solution containing by weight: - 30% or more but not more than 40% of poly-4-vinylpyridine-N-oxide, - 0,1% or more but not more than 4% of isonicotinic acid-N-oxide, - 0,1% or more but not more than 3,5% of sodium sulphate, - 0,1% or more but not more than 2% of 4-acetylpyridine-N-oxide",5
